-7221	-167	-50	-44	183	-37	230	-252	0
-19390	-173	-50	-48	182	-38	224	-253	0
-25901	-167	-45	-42	184	-42	228	-254	16
14210	-170	-50	-51	181	-40	227	-252	16
-12659	-165	-52	-44	183	-37	226	-251	32
-6863	-173	-57	-52	181	-37	231	-253	32
-23516	-171	-53	-48	179	-41	230	-251	47
-21993	-165	-48	-49	183	-38	229	-250	47
6167	-170	-53	-48	179	-37	227	-254	63
-22327	-166	-47	-49	182	-40	231	-250	63
-28224	-171	-50	-49	180	-39	228	-250	63
-28208	-167	-48	-47	180	-36	229	-249	78
-6885	-167	-49	-46	183	-38	228	-254	78
-14572	-173	-51	-51	181	-40	227	-256	94
-26326	-167	-47	-43	183	-40	229	-249	94
-18193	-170	-49	-49	179	-42	223	-256	110
-6593	-173	-52	-48	182	-39	225	-251	110
-4610	-175	-50	-44	183	-37	228	-254	125
-26170	-170	-53	-48	182	-42	228	-256	125
-20810	-166	-47	-48	181	-37	230	-251	125
-25156	-173	-48	-49	179	-43	226	-255	141
-4443	-169	-50	-46	184	-42	226	-259	141
-6944	-176	-54	-47	180	-43	226	-253	156
-19385	-170	-49	-46	183	-39	224	-252	156
-22762	-175	-49	-48	182	-36	227	-250	172
-24536	-171	-49	-48	182	-39	226	-253	172
-15908	-166	-46	-48	180	-36	229	-252	188
-21167	-173	-54	-47	181	-43	225	-256	188
-22263	-164	-49	-45	184	-38	227	-249	203
-27714	-171	-50	-48	182	-39	225	-254	203
-28522	-167	-48	-45	181	-36	228	-252	203
-27097	-167	-49	-46	182	-38	228	-250	219
-21818	-172	-54	-47	180	-42	225	-253	219
-27002	-167	-47	-45	183	-38	224	-252	234
-16014	-175	-51	-49	183	-42	228	-252	234
-28424	-170	-49	-46	182	-42	225	-252	250
-11895	-168	-48	-50	181	-40	227	-255	250
-25393	-169	-49	-51	182	-36	226	-256	266
-6732	-164	-46	-44	184	-39	231	-250	266
-28464	-167	-51	-47	181	-42	227	-257	266
-18920	-172	-53	-45	178	-39	228	-250	281
-6910	-169	-53	-57	179	-39	226	-257	281
-26546	-171	-49	-48	185	-37	229	-253	297
-24513	-165	-47	-45	184	-36	227	-254	297
-22247	-173	-50	-50	180	-44	228	-254	312
-18928	-164	-45	-46	182	-37	229	-252	312
-7483	-169	-48	-50	181	-38	228	-255	328
-6165	-166	-48	-45	184	-38	231	-256	328
-21283	-169	-47	-49	181	-36	226	-251	328
-17512	-171	-49	-48	181	-40	227	-249	344
-9878	-166	-47	-49	182	-42	225	-249	344
-22988	-177	-54	-48	181	-37	222	-258	359
-27553	-168	-47	-47	186	-35	229	-253	359
-27423	-170	-54	-53	181	-39	230	-250	375
-13076	-169	-51	-46	183	-36	229	-250	375
30921	-165	-48	-45	182	-37	229	-250	390
-23505	-168	-51	-47	182	-40	226	-252	390
-6967	-167	-46	-47	185	-41	227	-252	406
-17644	-171	-55	-55	181	-39	226	-254	406
-3888	-164	-47	-48	185	-35	230	-250	406
-15117	-170	-47	-51	180	-37	228	-251	422
-15712	-172	-48	-47	184	-36	229	-249	422
-26017	-168	-49	-50	182	-40	226	-249	437
-4787	-174	-51	-51	179	-40	228	-252	437
-19223	-170	-53	-46	183	-39	229	-255	453
-19004	-173	-48	-52	181	-38	228	-252	453
-25455	-168	-48	-46	183	-36	228	-251	468
-26682	-169	-50	-47	182	-39	228	-254	468
-16281	-171	-51	-53	182	-38	228	-252	468
-25339	-168	-47	-46	181	-40	226	-249	484
-26985	-170	-54	-48	181	-40	227	-252	484
-5276	-169	-49	-48	180	-38	229	-254	500
-20698	-169	-50	-46	184	-36	229	-254	500
-15785	-167	-46	-46	183	-36	230	-249	515
-25667	-168	-49	-47	186	-36	229	-252	515
-26399	-172	-56	-52	183	-38	227	-253	531
-25458	-169	-51	-47	185	-36	227	-251	531
-21279	-170	-50	-48	183	-38	225	-248	531
-23933	-175	-46	-49	182	-37	229	-252	546
-24745	-166	-54	-47	181	-39	228	-251	546
-6329	-172	-50	-49	181	-38	228	-252	562
-28491	-170	-45	-45	185	-38	228	-250	562
-23148	-169	-51	-53	181	-38	229	-251	578
-22198	-167	-51	-46	184	-39	228	-256	578
-6305	-175	-54	-50	182	-40	225	-254	593
-26728	-167	-50	-52	182	-40	227	-251	593
-12349	-165	-49	-44	184	-47	231	-261	593
-22186	-169	-49	-48	182	-39	230	-250	609
-5588	-165	-48	-48	183	-38	228	-250	609
-4961	-168	-50	-48	183	-43	225	-255	624
-14810	-171	-51	-47	184	-39	227	-257	624
-6376	-168	-46	-51	185	-40	228	-251	640
-26605	-168	-49	-47	180	-38	227	-249	640
-21785	-169	-49	-51	182	-40	225	-253	656
-20964	-165	-47	-47	183	-40	230	-250	656
-28545	-168	-50	-47	183	-41	229	-253	671
-25681	-173	-50	-52	182	-38	229	-255	671
-24854	-165	-48	-46	185	-38	228	-250	687
-13941	-170	-49	-53	181	-47	225	-251	687
-27074	-168	-49	-44	183	-39	227	-252	702
-22487	-171	-56	-48	181	-40	225	-257	702
-20113	-168	-51	-46	183	-39	227	-255	718
-25587	-165	-47	-49	184	-37	229	-262	718
-20312	-173	-49	-50	180	-40	224	-253	718
-6645	-169	-50	-43	184	-36	229	-250	734
-25459	-175	-53	-46	182	-43	229	-258	734
-22887	-170	-46	-46	184	-37	229	-253	749
11107	-172	-52	-47	182	-42	225	-251	749
-6024	-169	-46	-47	185	-40	229	-247	765
-26080	-172	-51	-45	184	-37	231	-253	765
-28722	-172	-51	-51	178	-44	228	-255	780
-25859	-170	-47	-43	185	-38	229	-253	780
-24753	-171	-48	-48	181	-37	226	-250	780
-6160	-170	-50	-50	181	-36	230	-256	796
-16572	-168	-48	-51	181	-40	229	-251	796
-22112	-172	-50	-49	179	-42	228	-252	812
-24130	-168	-46	-43	184	-36	230	-250	812
-23406	-170	-54	-48	180	-46	228	-252	827
-20951	-165	-46	-47	181	-39	231	-250	827
-18017	-167	-50	-47	183	-38	228	-248	843
-22005	-171	-50	-49	181	-39	230	-248	843
-6199	-165	-51	-43	185	-35	231	-247	843
-24834	-171	-53	-55	180	-41	227	-250	858
-22640	-172	-47	-45	184	-38	230	-253	858
-18415	-169	-52	-47	179	-39	226	-255	874
-7666	-172	-51	-45	183	-43	230	-251	874
-26511	-165	-48	-50	185	-39	229	-253	890
-2769	-172	-56	-53	180	-41	225	-254	890
-22349	-174	-49	-45	184	-39	228	-252	905
-28888	-172	-54	-46	183	-41	228	-255	905
-3736	-170	-54	-49	183	-40	228	-251	905
-15549	-167	-50	-50	185	-36	227	-250	921
-6577	-176	-52	-47	180	-38	228	-252	921
-22938	-169	-52	-46	179	-36	227	-249	936
-25634	-173	-56	-52	180	-38	225	-256	936
-20757	-177	-49	-46	185	-37	230	-252	952
-13186	-176	-60	-47	182	-39	227	-253	952
-27184	-172	-55	-47	178	-38	225	-253	968
-22414	-165	-50	-50	184	-37	223	-251	968
-26002	-170	-55	-45	181	-44	230	-253	968
-25193	-167	-50	-43	184	-41	230	-258	983
-24647	-172	-50	-49	181	-43	223	-252	983
-4265	-170	-49	-45	183	-35	226	-251	999
-19802	-172	-47	-45	182	-36	225	-260	999
-27930	-170	-52	-47	181	-39	225	-261	1014
-25974	-167	-51	-43	182	-42	229	-252	1014
-28041	-172	-52	-49	179	-39	221	-254	1030
-25965	-167	-48	-46	183	-37	228	-249	1030
-24043	-168	-49	-46	182	-43	227	-256	1030
-25352	-172	-49	-46	179	-38	226	-249	1046
-26020	-169	-48	-48	183	-41	228	-251	1046
-7459	-173	-55	-54	184	-44	228	-253	1061
-26016	-168	-50	-51	186	-43	230	-252	1061
-21965	-171	-49	-49	184	-36	226	-254	1077
-14093	-170	-48	-46	183	-40	228	-249	1077
-20587	-173	-52	-47	184	-37	228	-251	1092
23552	-171	-51	-51	181	-39	227	-253	1092
-25682	-169	-45	-45	185	-41	229	-253	1092
-22125	-172	-54	-47	181	-38	225	-254	1108
-22734	-167	-49	-47	182	-41	228	-256	1108
-4830	-167	-52	-51	181	-39	227	-255	1124
-29031	-169	-51	-47	181	-38	231	-254	1124
-26143	-172	-47	-50	183	-40	230	-249	1139
-5778	-172	-53	-50	179	-44	227	-256	1139
-4960	-170	-54	-45	183	-36	229	-253	1155
-26395	-170	-52	-51	180	-41	227	-251	1155
-20630	-175	-53	-45	182	-40	225	-251	1155
-6997	-169	-49	-49	183	-38	226	-251	1170
-27106	-172	-57	-46	181	-38	229	-251	1170
-20715	-166	-49	-46	182	-39	229	-258	1186
-20176	-168	-52	-51	180	-41	228	-254	1186
-13841	-169	-49	-43	181	-40	229	-250	1202
-6007	-172	-50	-49	183	-43	227	-254	1202
-5345	-170	-48	-47	179	-40	228	-256	1217
-22311	-170	-50	-48	181	-41	228	-254	1217
-27187	-179	-53	-47	179	-39	227	-250	1217
-28708	-175	-51	-43	182	-38	231	-256	1233
-5509	-171	-51	-52	178	-38	227	-250	1233
-28550	-172	-48	-46	184	-39	228	-250	1248
-6567	-171	-50	-45	183	-41	228	-252	1248
-22333	-171	-52	-48	182	-37	227	-250	1264
-14709	-169	-51	-46	183	-41	225	-252	1264
-17955	-170	-55	-49	180	-40	225	-250	1280
-16600	-169	-47	-54	183	-37	229	-251	1280
-18852	-171	-54	-47	180	-44	226	-260	1280
-22546	-170	-53	-52	180	-37	227	-251	1295
-13991	-166	-46	-45	184	-38	229	-249	1295
-25286	-173	-52	-47	181	-43	228	-252	1311
-3849	-170	-51	-46	184	-36	228	-249	1311
-27061	-171	-48	-50	182	-39	226	-253	1326
-12292	-169	-53	-48	184	-39	226	-252	1326
-4264	-167	-50	-47	183	-39	224	-252	1342
-28535	-171	-52	-47	179	-39	225	-255	1342
-5590	-165	-50	-48	185	-35	228	-253	1342
-18235	-171	-50	-52	181	-37	224	-252	1358
-26323	-165	-48	-47	185	-39	232	-257	1358
-18346	-168	-51	-48	178	-38	226	-254	1373
-24304	-170	-52	-48	182	-39	227	-250	1373
-24312	-172	-49	-47	181	-40	227	-251	1389
-14802	-172	-52	-51	182	-37	229	-253	1389
-6123	-167	-48	-46	186	-39	231	-248	1404
-26188	-174	-51	-49	180	-44	228	-254	1404
-4201	-169	-51	-46	183	-37	227	-253	1420
-19834	-169	-48	-46	181	-39	229	-249	1420
-6552	-170	-49	-46	182	-37	224	-251	1420
-23522	-163	-47	-48	185	-39	229	-251	1436
-3837	-169	-53	-46	180	-40	221	-250	1436
-5789	-169	-47	-45	185	-43	223	-253	1451
-25721	-169	-50	-50	179	-40	228	-256	1451
-1397	-168	-48	-48	181	-39	229	-249	1467
-21306	-171	-49	-44	180	-39	227	-251	1467
-5422	-168	-50	-49	182	-39	225	-251	1482
-24581	-166	-48	-42	184	-46	230	-252	1482
6279	-169	-50	-48	179	-38	226	-248	1482
-26557	-171	-49	-51	183	-42	229	-253	1498
30663	-171	-52	-48	181	-45	227	-251	1498
-7862	-172	-51	-47	182	-45	228	-252	1514
-23813	-167	-48	-46	185	-41	231	-253	1514
-25656	-172	-51	-54	178	-45	226	-249	1529
-23717	-174	-49	-45	184	-41	228	-250	1529
-5536	-170	-53	-48	181	-38	229	-250	1545
-18750	-169	-49	-47	181	-41	226	-253	1545
-17614	-171	-48	-45	179	-39	231	-255	1545
-15678	-168	-56	-50	179	-41	228	-252	1560
-6006	-169	-50	-44	182	-39	229	-246	1560
-20731	-169	-56	-51	180	-45	228	-252	1576
12069	-166	-51	-48	183	-39	225	-250	1576
-15110	-171	-51	-48	184	-41	227	-253	1592
-20545	-172	-52	-46	180	-42	227	-254	1592
-24678	-170	-45	-44	181	-39	227	-251	1607
-22486	-177	-53	-50	179	-41	224	-257	1607
-3662	-172	-50	-45	179	-39	227	-250	1607
-24496	-167	-53	-49	183	-38	226	-253	1623
-5927	-172	-52	-46	179	-40	224	-258	1623
-5999	-166	-49	-49	183	-38	228	-249	1638
-18700	-175	-55	-48	180	-45	226	-252	1638
-24875	-171	-50	-46	183	-41	223	-256	1654
-23868	-171	-49	-52	180	-38	225	-254	1654
-27464	-173	-47	-45	182	-38	228	-251	1670
-5720	-168	-49	-45	181	-39	228	-251	1670
-7056	-167	-51	-48	182	-38	225	-248	1670
